start_time,end_time,communicative_status_explanation,communicative_status,information_level_explanation,information_level,uncertainty_explanation,uncertainty,utterance_type_explanation,utterance_type,discursive_act_explanation,discursive_act,session,level,msg_idx,speaker,utterance
00:01:10.650,00:01:12.650,The request is clear and understandable.,Success,"Orange is asking Blue to take a particular action, standing on a button, relating to task execution.",Task-Related,A request does not inherently communicate certainty or uncertainty.,None,"The utterance is a request for information, as indicated by the question format 'can you...?'",Query,"Utterance is a directive, asking Blue to stand on a button.",Directive,16,Course1_Level3,29,Orange,"Um, can you stand on that button?"
00:01:13.283,00:01:13.983,The speaker corrects themselves by specifying 'this one'.,Correction,"Blue's question is a clarification in the context of task execution, confirming which button to stand on.",Task-Related,"A clarifying question, seeking confirmation without intrinsic uncertainty or certainty.",None,"This utterance is seeking clarification, indicated by the question format 'This -- this one?'",Query,Blue seeks clarification on which button to stand on.,Request for Clarification,16,Course1_Level3,30,Blue,This -- this one?
00:01:14.083,00:01:14.417,The word 'Okay' confirms understanding or agreement.,Success,"""Okay."" here affirms Blue's understanding and acceptance of proceeding with the task.",Communication Management,Simple confirmation or agreement without expressing certainty or uncertainty.,None,'Okay' again serves as a minimal acknowledgment without forming a full sentence.,Non-Sentential / Listener Response,Blue accepts the direction given (to stand on the button) by responding with 'Okay.',Commit,16,Course1_Level3,31,Blue,Okay.
00:01:14.550,00:01:14.750,'Yeah' acknowledges or confirms the previous utterance.,Success,"Orange's ""Yeah."" functions as a confirmation, managing conversational flow.",Communication Management,Simple confirmation without expressing certainty or uncertainty.,None,"'Yeah' is a minimal, non-sentential acknowledgment.",Non-Sentential / Listener Response,'Yeah' acknowledges Blue's clarification and confirms the button in question.,Acknowledgement,16,Course1_Level3,32,Orange,Yeah.
00:01:17.750,00:01:18.317,The confirmation reinforces the previous understanding.,Success,"""Right, yeah."" is another acknowledgment to ensure both players are on the same page.",Communication Management,Simple agreement without expressing certainty or uncertainty.,None,"'Right, yeah' is an acknowledgment statement fragment without forming a full sentence.",Non-Sentential / Listener Response,Continues acknowledgment of the sequence of instructions surrounding the button.,Acknowledgement,16,Course1_Level3,33,Orange,"Right, yeah."
00:01:18.680,00:01:23.217,The statement is complete and conveys the intended meaning without hesitations.,Success,"The statement describes the consequence of the current game state, implying the presence of turrets and the preventative action taken to avoid being killed.",World Rules,The speaker expresses certainty that the turrets would kill them unless a specific action is taken.,Certainty,The utterance is a statement of fact that can be evaluated as true or false.,Proposition,Provides reasoning behind a previous action—not in response to a specific prior utterance but explains Orange's prevention of danger.,,16,Course1_Level3,34,Orange,Those turrets would kill us if I didn't do this first.
00:01:23.750,00:01:24.283,'Ah.' is a short but complete response indicating understanding or realization.,Success,"This is an indication of understanding or acknowledgment, aligning with Communication Management.",Communication Management,The utterance 'Ah.' is a neutral acknowledgment.,None,"The utterance 'Ah.' is a non-sentential exclamation, often indicating realization or understanding.",Non-Sentential / Listener Response,Expressive acknowledgement of understanding or realization.,Expressive,16,Course1_Level3,35,Blue,Ah.
00:01:23.850,00:01:24.750,"The utterance 'So --' ends with '--', indicating an incomplete thought without continuation.",Abandoned,The utterance is incomplete and does not provide sufficient context for a clear category.,Not Enough Information,The statement starts with 'So --' and is incomplete. Cannot determine certainty or uncertainty.,Not Enough Information,"""So --"" indicates an incomplete thought, leaving the content unclear.",Not Enough Information,Incomplete thought with insufficient information for classification.,Not Enough Information,16,Course1_Level3,36,Orange,So --
00:01:26.310,00:01:29.517,"The utterance 'So we need to find a way to ... get --' is abandoned with '--', not completed.",Abandoned,"This is a task-related utterance, indicating a need to devise a plan or strategy.",Task-Related,The statement is incomplete 'So we need to find a way to ... get --'. Lack of complete context.,Not Enough Information,"""So we need to find a way to ... get --"" is an incomplete thought and therefore marked as 'Not Enough Information'.",Not Enough Information,Orange is beginning to explore options for solving a problem.,Offer/Option,16,Course1_Level3,37,Orange,So we need to find a way to ... get --
00:01:30.550,00:01:31.450,"'What does this do?' is a fully formed question, successfully communicating curiosity or seeking information regarding an object's function.",Success,"The question pertains to understanding a game mechanic or function, aligning with World Rules.",World Rules,The question 'What does this do?' does not express uncertainty or certainty. It's a neutral inquiry.,None,This utterance is a direct query asking for information about the function of something.,Query,Direct inquiry about the function of an in-game element.,Request for Information,16,Course1_Level3,38,Orange,What does this do?
00:01:33.317,00:01:33.650,"'Hm.' is a complete non-verbal utterance indicating thinking or uncertainty, successfully conveying that.",Success,"Without context, this utterance is ambiguous and lacks informative content.",Not Enough Information,"The utterance 'Hm.' is neutral, expressing thought but no certainty or uncertainty.",None,"""Hm."" is a non-sentential expression indicating thoughtfulness or consideration.",Non-Sentential / Listener Response,Expressive sound indicating contemplation or consideration.,Expressive,16,Course1_Level3,39,Orange,Hm.
00:01:36.817,00:01:37.650,"'Ah.' is a short but complete response, indicating realization or acknowledgment.",Success,"Similar to the previous, this single word lacks context to categorize effectively.",Not Enough Information,"The utterance 'Ah.' is neutral, possibly showing understanding or realization, but not certainty or uncertainty.",None,"""Ah."" is an exclamatory expression that indicates a realization.",Exclamation,Expressive sound possibly indicating understanding or realization.,Expressive,16,Course1_Level3,40,Orange,Ah.
00:01:38.083,00:01:38.617,"'Okay.' is a complete response, successfully communicating acceptance or readiness.",Success,"This serves as a confirmation or acknowledgment after a potential discovery or understanding, fitting Communication Management.",Communication Management,The utterance 'Okay.' is a neutral acknowledgment or realization.,None,"""Okay."" is a non-sentential acknowledgment, often used to indicate understanding or agreement.",Non-Sentential / Listener Response,"Acknowledges some form of information or status, potentially resolving previous contemplation.",Acknowledgement,16,Course1_Level3,41,Orange,Okay.
